directTimestamp,directFractionalCadence,sumMovingDuration,directUncorrectedElevation,sumDuration,directRunCadence,directLongitude,directLatitude,directSpeed,directCorrectedElevation,directElevation,directHeartRate,sumElapsedDuration,sumDistance,directDoubleCadence,directVerticalSpeed,elapsed_s
1789379058000.0,0.5,59.0,101.4000015258789,67.0,78.0,106.89363154582679,-6.430415567010641,1.875,84.0,84.0,144.0,67.0,129.14999389648438,157.0,0.08500000089406967,67.0
1789379061000.0,0.0,62.0,100.80000305175781,70.0,77.0,106.89360321499407,-6.430458230897784,1.8660000562667847,84.4000015258789,84.4000015258789,147.0,70.0,134.55999755859375,154.0,0.0860000029206276,70.0
1789379063000.0,0.5,64.0,100.4000015258789,72.0,75.0,106.89359148032963,-6.430490417405963,1.8660000562667847,84.5999984741211,84.5999984741211,144.0,72.0,138.55999755859375,151.0,0.13199999928474426,72.0
1789379066000.0,0.0,67.0,100.19999694824219,75.0,74.0,106.89357630908489,-6.430546911433339,1.8569999933242798,85.0,85.0,143.0,75.0,144.97999572753906,148.0,0.1289999932050705,75.0
1789379074000.0,0.5,75.0,101.19999694824219,83.0,78.0,106.89350900240242,-6.430667778477073,1.875,84.4000015258789,84.4000015258789,145.0,83.0,160.1300048828125,157.0,-0.061000000685453415,83.0
1789379082000.0,0.0,83.0,103.19999694824219,91.0,77.0,106.89349701628089,-6.4308106899261475,1.8849999904632568,84.5999984741211,84.5999984741211,144.0,91.0,176.02999877929688,154.0,0.012000000104308128,91.0
1789379091000.0,0.0,92.0,105.0,100.0,77.0,106.89340380951762,-6.430928455665708,1.8569999933242798,84.5999984741211,84.5999984741211,145.0,100.0,191.89999389648438,154.0,0.012000000104308128,100.0
1789379096000.0,0.5,97.0,106.0,105.0,76.0,106.89335234463215,-6.430964581668377,1.8380000591278076,84.80000305175781,84.80000305175781,145.0,105.0,198.27999877929688,153.0,0.014999999664723873,105.0
1789379099000.0,0.5,100.0,106.5999984741211,108.0,76.0,106.89332962967455,-6.431013196706772,1.819000005722046,85.0,85.0,145.0,108.0,204.1699981689453,153.0,0.08900000154972076,108.0
1789379101000.0,0.5,102.0,107.0,110.0,74.0,106.89332175068557,-6.431044042110443,1.809999942779541,85.19999694824219,85.19999694824219,142.0,110.0,207.66000366210938,149.0,0.09700000286102295,110.0
1789379109000.0,0.5,110.0,109.19999694824219,118.0,75.0,106.89325042068958,-6.431147223338485,1.781999945640564,85.80000305175781,85.80000305175781,142.0,118.0,221.61000061035156,151.0,0.061000000685453415,118.0
1789379119000.0,0.0,120.0,110.19999694824219,128.0,73.0,106.89320985227823,-6.431276556104422,1.7359999418258667,86.4000015258789,86.4000015258789,139.0,128.0,236.82000732421875,146.0,0.07800000160932541,128.0
1789379123000.0,0.0,124.0,109.5999984741211,132.0,73.0,106.89318671822548,-6.43131947144866,1.7170000076293945,86.80000305175781,86.80000305175781,137.0,132.0,242.17999267578125,146.0,0.0560000017285347,132.0
1789379125000.0,0.0,126.0,109.5999984741211,134.0,73.0,106.89317875541747,-6.4313457906246185,1.7170000076293945,86.80000305175781,86.80000305175781,138.0,134.0,245.2899932861328,146.0,0.07999999821186066,134.0
1789379127000.0,0.0,128.0,109.5999984741211,136.0,74.0,106.89317473210394,-6.4313737861812115,1.7079999446868896,87.0,87.0,137.0,136.0,248.39999389648438,148.0,0.07900000363588333,136.0
1789379135000.0,0.5,136.0,111.0,144.0,74.0,106.89313156530261,-6.431489372625947,1.6890000104904175,87.19999694824219,87.19999694824219,137.0,144.0,262.1199951171875,149.0,0.02500000037252903,144.0
1789379142000.0,0.0,143.0,112.0,151.0,77.0,106.8931027315557,-6.431571263819933,1.6699999570846558,87.4000015258789,87.4000015258789,136.0,151.0,271.69000244140625,154.0,0.029999999329447746,151.0
